p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
B2M1	2.09663069329349e-29	0.424106033162601	0.612	0.523	3.40241228907668e-25	6	B2M
DGKD	5.29301627012247e-29	0.293304097304382	0.269	0.193	8.58950680315474e-25	6	DGKD
TMEM176B1	5.99596766595567e-29	0.310804475986995	0.282	0.208	9.73025632831286e-25	6	TMEM176B
CTSZ	1.8615183963735e-28	0.424318606940563	0.408	0.325	3.02087205363492e-24	6	CTSZ
FAM110B1	1.12547912874128e-27	0.466923851533543	0.295	0.221	1.82642753012134e-23	6	FAM110B
CCNL1	1.43304239948311e-27	0.297756943476595	0.414	0.331	2.32554120588119e-23	6	CCNL1
ZFP361	1.91836993055127e-27	0.298894919446573	0.25	0.178	3.1131307232986e-23	6	ZFP36
NEK10	5.50937841715812e-27	0.413203452788491	0.266	0.195	8.9406192953642e-23	6	NEK10
AFF4	8.31944740943231e-27	0.316297141723046	0.472	0.387	1.35007992560267e-22	6	AFF4
ARIH1	1.20752867055614e-26	0.271980524122106	0.587	0.503	1.95957752657851e-22	6	ARIH1
NFAT5	1.86601565304308e-26	0.403715592578114	0.633	0.564	3.0281702017583e-22	6	NFAT5
BRWD3	3.82425997500634e-26	0.337754351450336	0.36	0.282	6.20600908744029e-22	6	BRWD3
RAPGEF1	5.60906406433956e-26	0.274456682705764	0.818	0.76	9.10238916361024e-22	6	RAPGEF1
KIAA1109	6.03123936430928e-26	0.293355111926024	0.608	0.542	9.7874952404011e-22	6	KIAA1109
TNFRSF1B	3.86787288760112e-25	0.355810585859751	0.593	0.526	6.2767841219991e-21	6	TNFRSF1B
SAT11	1.32739268012081e-24	0.503012467425894	0.807	0.756	2.15409284130005e-20	6	SAT1
TAOK3	6.28772571817451e-24	0.402264355926258	0.76	0.707	1.02037212954536e-19	6	TAOK3
TRAF3	9.3465799740998e-24	0.266076335927466	0.414	0.329	1.51676299819691e-19	6	TRAF3
MAN2A1	1.57815951205052e-23	0.347880104862762	0.593	0.517	2.56103725615558e-19	6	MAN2A1
DNM2	1.65741916407335e-23	0.351214172431894	0.6	0.525	2.68965981945823e-19	6	DNM2
HMGB1	1.86116245613152e-23	0.46049578373683	0.37	0.296	3.02029443381024e-19	6	HMGB1
SLC38A2	2.28528513646337e-23	0.377152173097801	0.393	0.319	3.70856071945275e-19	6	SLC38A2
BNIP3L	5.48425557421461e-23	0.298054571461259	0.458	0.377	8.89984994583546e-19	6	BNIP3L
TACC1	1.25220025890304e-22	0.337142312970931	0.55	0.481	2.03207058014786e-18	6	TACC1
GNAS1	2.17389186652864e-22	0.337052075251943	0.671	0.613	3.52779172100267e-18	6	GNAS
RALGPS2	6.75331720726789e-22	0.260530639807763	0.37	0.298	1.09592831639543e-17	6	RALGPS2
OFD1	3.2931621737812e-21	0.271298504210137	0.31	0.242	5.34414357561214e-17	6	OFD1
CWF19L2	5.97556241429629e-21	0.280637364910871	0.36	0.291	9.69714268592002e-17	6	CWF19L2
CTSH	9.36399426440097e-21	0.269318163407256	0.333	0.265	1.51958898922699e-16	6	CTSH
PRKACB1	9.52360399169284e-21	0.299038106395291	0.316	0.251	1.54549045577191e-16	6	PRKACB
INPP5F	7.02935669092257e-20	0.318942282675209	0.259	0.197	1.14072400380292e-15	6	INPP5F
AHCTF1	1.05452195891336e-19	0.270169478280545	0.282	0.218	1.7112782349246e-15	6	AHCTF1
SPAG9	1.11110471125028e-19	0.250731544916453	0.44	0.367	1.80310072541696e-15	6	SPAG9
SSBP21	7.25365737730054e-19	0.251817647119566	0.683	0.616	1.17712351918833e-14	6	SSBP2
RYBP	1.44809357035551e-18	0.276010222621824	0.28	0.22	2.34996624597292e-14	6	RYBP
CYP27A1	1.47312860218494e-18	0.266149036521427	0.269	0.208	2.39059309562572e-14	6	CYP27A1
METTL21A	1.90546158822926e-18	0.274684581325843	0.291	0.231	3.09218306537844e-14	6	METTL21A
ARHGAP5	2.42236948722668e-18	0.257910113294893	0.343	0.278	3.93102120387145e-14	6	ARHGAP5
GNG7	2.79406841636216e-18	0.272700714943453	0.697	0.629	4.53421422607252e-14	6	GNG7
RAB31	4.92492967589083e-18	0.251655366550038	0.738	0.677	7.99217587803565e-14	6	RAB31
ARHGEF7	1.43888572871318e-17	0.264220314587785	0.487	0.422	2.33502376055575e-13	6	ARHGEF7
CTSB	1.49253785526401e-17	0.4060668867173	0.738	0.689	2.42209043152243e-13	6	CTSB
ATP6V1B21	3.41402067137552e-17	0.266020007643017	0.389	0.321	5.54027274550819e-13	6	ATP6V1B2
PTPRM	5.97776597562846e-17	0.257946763402424	0.369	0.302	9.70071862524987e-13	6	PTPRM
FAM49A	1.45110824256891e-16	0.268416408109491	0.465	0.402	2.35485845604083e-12	6	FAM49A
LCP1	1.8312779265541e-16	0.258665455410296	0.386	0.323	2.97179781921199e-12	6	LCP1
IRF81	1.85477971915125e-16	0.464533853806227	0.419	0.354	3.00993652823866e-12	6	IRF8
STAT31	2.34257321722836e-16	0.255194287354668	0.597	0.534	3.80152781691819e-12	6	STAT3
JDP2	4.22645948115619e-16	0.335705143172563	0.393	0.331	6.85869844602026e-12	6	JDP2
KSR1	5.32426966943241e-16	0.309837283903388	0.3	0.239	8.64022481955491e-12	6	KSR1
PDE8A1	1.18410987149285e-15	0.31335493668906	0.519	0.458	1.9215734994586e-11	6	PDE8A
KANSL1L	1.50945272209223e-15	0.2940248394156	0.42	0.363	2.44953987741127e-11	6	KANSL1L
ADGRB31	3.22094937637681e-15	0.363662183462169	0.378	0.33	5.22695664798428e-11	6	ADGRB3
MAT2A	1.31279689733382e-14	0.284530491618781	0.32	0.265	2.13040680499333e-10	6	MAT2A
NFKB1	7.21695238086964e-14	0.356046824504861	0.38	0.327	1.17116703236752e-09	6	NFKB1
MAPRE2	7.50509257668954e-14	0.38538684505601	0.349	0.297	1.21792642334518e-09	6	MAPRE2
B4GALT1	2.73794888406987e-13	0.261595696099219	0.474	0.414	4.44314344906858e-09	6	B4GALT1
PITPNC1	3.29998455028995e-13	0.289800004647846	0.317	0.262	5.35521492821054e-09	6	PITPNC1
HK2	5.16110076854367e-13	0.337772655050307	0.326	0.274	8.37543432719266e-09	6	HK2
ELL21	7.4562492005479e-13	0.302032915420972	0.67	0.618	1.21000012026491e-08	6	ELL2
BASP1	1.26496341972009e-11	0.319827747635924	0.353	0.304	2.05278263752176e-07	6	BASP1
SPATS2L2	1.63381364916321e-11	0.300005970802108	0.329	0.284	2.65135278986206e-07	6	SPATS2L
PSAP2	3.13944509715994e-10	0.265203103513353	0.685	0.639	5.09469150367116e-06	6	PSAP
FMNL21	7.17639572995837e-10	0.273440445713021	0.855	0.817	1.16458549905764e-05	6	FMNL2
PLEK	7.99183350389483e-10	0.276662159327181	0.268	0.225	1.29691474101205e-05	6	PLEK
FOXP21	2.17835865668455e-08	0.265876363098133	0.679	0.652	0.000353504042806768	6	FOXP2
SUCO	2.20371719679364e-08	0.262307732441882	0.256	0.217	0.000357619226695673	6	SUCO
BCAT1	1.04785349895321e-06	0.295577108033864	0.306	0.272	0.0170045665810127	6	BCAT1
EIF4E	1.84496636790012e-06	0.30021955220357	0.25	0.215	0.0299401142182832	6	EIF4E
GK2	4.86004943167794e-06	0.251935456474188	0.256	0.224	0.0788688821772695	6	GK
RAB7A	0.000101694733597059	0.312529570243892	0.53	0.506	1	6	RAB7A
GBE1	0.000115107982658107	0.361596938669051	0.325	0.297	1	6	GBE1
NAMPT2	0	2.67628918193321	0.59	0.144	0	7	NAMPT
SLC2A32	0	2.40664063086073	0.631	0.194	0	7	SLC2A3
ZNF331	0	2.16590680068285	0.362	0.172	0	7	ZNF331
SRGN2	0	2.14043601703087	0.839	0.43	0	7	SRGN
CD832	0	2.05550943972994	0.312	0.103	0	7	CD83
TFRC	0	1.99090399573734	0.357	0.098	0	7	TFRC
HIF1A1	0	1.97336246389515	0.874	0.557	0	7	HIF1A
PADI22	0	1.75802146812353	0.761	0.502	0	7	PADI2
ACSL14	0	1.69565035046976	0.845	0.521	0	7	ACSL1
GNA131	0	1.68747595970591	0.69	0.349	0	7	GNA13
ELL22	0	1.55378724334721	0.821	0.61	0	7	ELL2
FAM110B2	0	1.54217850847789	0.512	0.21	0	7	FAM110B
SLC7A52	0	1.54075355427176	0.515	0.183	0	7	SLC7A5
SIPA1L11	0	1.52508059609405	0.801	0.539	0	7	SIPA1L1
SYTL3	0	1.51755438831611	0.601	0.299	0	7	SYTL3
TNFRSF1B1	0	1.49611586951595	0.832	0.514	0	7	TNFRSF1B
RGS13	0	1.48873827692627	0.656	0.254	0	7	RGS1
DUSP12	0	1.44724854714642	0.515	0.155	0	7	DUSP1
FOSL2	0	1.39194772862653	0.299	0.026	0	7	FOSL2
GLUL1	0	1.36664836934274	0.57	0.288	0	7	GLUL
CREM	0	1.34989754110281	0.463	0.187	0	7	CREM
DDIT41	0	1.34620389755662	0.489	0.177	0	7	DDIT4
CXCR4	0	1.33640811525526	0.332	0.068	0	7	CXCR4
PFKFB32	0	1.33531025200449	0.802	0.497	0	7	PFKFB3
USP361	0	1.33059449802417	0.366	0.177	0	7	USP36
RNF144B2	0	1.30251287886859	0.62	0.333	0	7	RNF144B
BNIP3L1	0	1.29555312074847	0.621	0.368	0	7	BNIP3L
PGK11	0	1.28217542798455	0.551	0.251	0	7	PGK1
MB21D2	0	1.27866565514868	0.423	0.145	0	7	MB21D2
EPB41L31	0	1.27539174785217	0.766	0.583	0	7	EPB41L3
VEGFA	0	1.2721078085634	0.321	0.053	0	7	VEGFA
GBE11	0	1.24689941791836	0.495	0.289	0	7	GBE1
PAPOLG1	0	1.19190945221455	0.435	0.204	0	7	PAPOLG
P4HA11	0	1.17479185560663	0.738	0.481	0	7	P4HA1
SLC11A12	0	1.16516841920766	0.854	0.571	0	7	SLC11A1
RAB202	0	1.14864186367972	0.512	0.225	0	7	RAB20
HK21	0	1.14613591765885	0.449	0.267	0	7	HK2
MALT1	0	1.14465481935166	0.488	0.263	0	7	MALT1
RAPGEF11	0	1.1437950141696	0.912	0.755	0	7	RAPGEF1
GK3	0	1.11719407075296	0.445	0.215	0	7	GK
SPP13	0	1.10179291638618	0.841	0.698	0	7	SPP1
SAT12	0	1.0864340312303	0.864	0.752	0	7	SAT1
FOS1	0	1.08285666671352	0.368	0.135	0	7	FOS
FAM13A1	0	1.07539151371877	0.734	0.59	0	7	FAM13A
BCAT11	0	1.06034012223214	0.487	0.263	0	7	BCAT1
PER11	0	1.02891612260807	0.405	0.171	0	7	PER1
PLAUR	0	1.02504219017416	0.379	0.135	0	7	PLAUR
FAM49A1	0	1.02395923389426	0.627	0.393	0	7	FAM49A
GPR1831	0	1.01572871951259	0.298	0.104	0	7	GPR183
C5AR1	0	0.999805090351304	0.324	0.098	0	7	C5AR1
FAM162A	0	0.992615362661546	0.284	0.08	0	7	FAM162A
REL1	0	0.991264449282609	0.721	0.518	0	7	REL
MGAT13	0	0.990001247838831	0.577	0.33	0	7	MGAT1
ZFP362	0	0.986722320402583	0.415	0.169	0	7	ZFP36
SDCBP3	0	0.981249976181451	0.505	0.267	0	7	SDCBP
CTSB1	0	0.968923740721174	0.852	0.683	0	7	CTSB
PPARD2	0	0.945170697286693	0.762	0.521	0	7	PPARD
ESYT2	0	0.942975794997643	0.389	0.188	0	7	ESYT2
FTH11	0	0.937195097616321	0.742	0.462	0	7	FTH1
THEMIS2	0	0.936170665553522	0.442	0.187	0	7	THEMIS2
PDE8A2	0	0.932565435118027	0.658	0.451	0	7	PDE8A
ERO1A	0	0.904901788018323	0.343	0.143	0	7	ERO1A
UBXN2B1	0	0.90322333229066	0.516	0.284	0	7	UBXN2B
UBC2	0	0.900956053767998	0.546	0.335	0	7	UBC
RNF1492	0	0.872396392810767	0.787	0.623	0	7	RNF149
PRDM12	0	0.860314906696489	0.301	0.119	0	7	PRDM1
HIVEP2	0	0.857665565843571	0.32	0.13	0	7	HIVEP2
FAM210A	0	0.846380351001524	0.283	0.099	0	7	FAM210A
LPCAT1	0	0.8455516036	0.32	0.124	0	7	LPCAT1
TBC1D82	0	0.83291066640695	0.543	0.307	0	7	TBC1D8
ENO1	0	0.813109101359743	0.416	0.203	0	7	ENO1
TYMP1	0	0.804528510084872	0.493	0.268	0	7	TYMP
PPP1CB1	0	0.795126442362634	0.425	0.224	0	7	PPP1CB
PRKAG21	0	0.784805714283175	0.781	0.599	0	7	PRKAG2
KDM4B1	0	0.780227054975546	0.635	0.417	0	7	KDM4B
YEATS2	0	0.770024101457021	0.47	0.259	0	7	YEATS2
RNMT	0	0.760336027824018	0.452	0.248	0	7	RNMT
CEBPD1	0	0.755214389051571	0.582	0.346	0	7	CEBPD
LDHA	0	0.732585580770307	0.305	0.116	0	7	LDHA
JUNB	0	0.715984620976311	0.275	0.114	0	7	JUNB
SLC16A3	0	0.702798203646248	0.377	0.174	0	7	SLC16A3
MCL1	0	0.700406781083465	0.316	0.141	0	7	MCL1
PDK1	0	0.699973992017638	0.342	0.159	0	7	PDK1
RLF1	0	0.676754491910053	0.614	0.408	0	7	RLF
GRAMD4	0	0.661661136744489	0.308	0.138	0	7	GRAMD4
GPI	4.20226918688259e-306	0.670548866013877	0.308	0.143	6.81944243647307e-302	7	GPI
TTYH31	7.46092516983295e-302	0.762539248667581	0.327	0.159	1.21075893656049e-297	7	TTYH3
PLSCR12	1.13640299138751e-300	0.660329206188866	0.575	0.376	1.84415477442365e-296	7	PLSCR1
SGK12	5.93845492223666e-293	0.837154349524916	0.534	0.34	9.63692464780565e-289	7	SGK1
PDE4B3	1.49383620157673e-290	0.699665985536094	0.673	0.484	2.42419738791871e-286	7	PDE4B
RBPJ1	5.19580053807984e-277	0.672072339663986	0.658	0.468	8.43174511319597e-273	7	RBPJ
CTNNB1	3.15775372385688e-276	0.769588129649388	0.587	0.399	5.12440274307494e-272	7	CTNNB1
LITAF2	8.893500538149e-274	0.746174878136866	0.407	0.227	1.44323726733082e-269	7	LITAF
CDKN1A1	7.19049342215986e-273	0.650286492726714	0.269	0.121	1.1668732725481e-268	7	CDKN1A
TMEM511	7.03246898906095e-270	0.747718490857973	0.468	0.286	1.14122906754481e-265	7	TMEM51
ZNF292	8.07343373640328e-270	0.640515245990555	0.738	0.587	1.31015682674352e-265	7	ZNF292
DPYD3	2.62597875832099e-265	0.595004709856161	0.755	0.57	4.26143832900331e-261	7	DPYD
HERPUD12	7.94389450250177e-264	0.986050312091332	0.532	0.355	1.28913519986599e-259	7	HERPUD1
DENND5A1	3.29216775327427e-263	0.626571906773851	0.646	0.46	5.34252983001348e-259	7	DENND5A
RAB311	5.29522737961217e-259	0.786410742603191	0.801	0.673	8.59309499163463e-255	7	RAB31
BASP11	1.003110925394e-257	0.890499497853982	0.472	0.298	1.62784840972938e-253	7	BASP1
RANBP21	1.51672723895701e-252	1.29288720270013	0.516	0.336	2.46134496337944e-248	7	RANBP2
CHSY11	3.82236881384158e-252	0.776266954047405	0.615	0.438	6.20294011110211e-248	7	CHSY1
BTG12	1.70865891139016e-250	0.693357010870845	0.371	0.205	2.77281168140396e-246	7	BTG1
SH3PXD2B2	2.49929000951005e-250	0.721238089946057	0.322	0.167	4.05584782743291e-246	7	SH3PXD2B
ERGIC1	8.36302667645882e-243	0.665700675468406	0.518	0.34	1.35715196905574e-238	7	ERGIC1
MSR12	1.19717527475389e-241	0.708832650982459	0.647	0.481	1.94277603587062e-237	7	MSR1
ATP1B31	5.10651585499601e-238	1.21131323554298	0.413	0.25	8.28685392948753e-234	7	ATP1B3
UGCG2	3.65051785905702e-234	0.897206769723277	0.553	0.385	5.92406038167774e-230	7	UGCG
CYTH12	3.67473518057202e-226	0.646806285350311	0.644	0.475	5.96336025103228e-222	7	CYTH1
GRB21	1.57083280160892e-222	0.653779234202555	0.814	0.689	2.54914747045096e-218	7	GRB2
PDE4A	9.50359103298413e-222	0.546347966176929	0.272	0.134	1.54224275283266e-217	7	PDE4A
PKM	8.60882081657956e-219	0.576372940792655	0.467	0.295	1.39703944211453e-214	7	PKM
KDM3A	2.29272404353111e-217	0.558043058097056	0.37	0.21	3.72063257784228e-213	7	KDM3A
KLHL62	4.75953580584715e-217	0.710122523462179	0.468	0.301	7.72377470572876e-213	7	KLHL6
RAB1A1	2.51368489972687e-214	0.574991552735881	0.734	0.581	4.07920785527677e-210	7	RAB1A
LIMK21	1.97932388109052e-212	0.620888295528139	0.437	0.265	3.21204679423369e-208	7	LIMK2
ATP13A31	2.00033916861387e-209	0.843014098179642	0.49	0.325	3.24615040282659e-205	7	ATP13A3
ETV61	3.79501906810739e-209	0.459461866780199	0.938	0.875	6.15855694372467e-205	7	ETV6
SEC14L1	7.02289926160441e-207	0.62167982271329	0.619	0.463	1.13967609217316e-202	7	SEC14L1
EGLN1	5.0324262888674e-203	0.575486043985467	0.435	0.273	8.16662138157401e-199	7	EGLN1
MAP3K82	1.07304133107102e-202	0.774683473551229	0.496	0.34	1.74133147206205e-198	7	MAP3K8
GPR1551	1.2335515404643e-202	0.610646406997915	0.43	0.269	2.00180743986547e-198	7	GPR155
VMP12	2.31219674313284e-202	0.534840020672013	0.714	0.552	3.75223287475597e-198	7	VMP1
INSIG2	4.86727942478254e-202	0.582019178461614	0.275	0.144	7.8986210505371e-198	7	INSIG2
PCSK5	6.25659067573413e-200	0.60847614343966	0.313	0.172	1.01531953485813e-195	7	PCSK5
WDR45B	3.95380054578763e-199	0.587426358369732	0.276	0.143	6.41622752570417e-195	7	WDR45B
SLC25A37	3.16436288405575e-197	0.730969528810025	0.759	0.654	5.13512808824566e-193	7	SLC25A37
ITSN11	1.39951474702316e-196	0.677678575033167	0.381	0.231	2.27113253146918e-192	7	ITSN1
JARID2	8.56245074081144e-195	0.581706894818544	0.58	0.417	1.38951450621888e-190	7	JARID2
ST3GAL1	9.81202358564793e-194	0.589204221055138	0.499	0.335	1.59229518747895e-189	7	ST3GAL1
PDK31	1.41539378363302e-191	0.620284638620438	0.38	0.231	2.29690103207967e-187	7	PDK3
TOM1	2.19778831122749e-191	0.495847877619653	0.288	0.153	3.56657087145997e-187	7	TOM1
STAT32	6.61081570843821e-190	0.504339008289306	0.685	0.529	1.07280317316535e-185	7	STAT3
H3F3A1	3.29695248392088e-189	0.553215769873638	0.263	0.136	5.3502944909068e-185	7	H3F3A
MAN2A11	5.68550446836173e-189	0.835132345721613	0.642	0.514	9.22643665125741e-185	7	MAN2A1
GLIS3	5.23263983321029e-183	0.666946445818156	0.311	0.176	8.49152792133366e-179	7	GLIS3
PTPN11	2.36125717579934e-182	0.571962961021862	0.395	0.244	3.83184814488716e-178	7	PTPN1
ARHGAP181	3.21393528175218e-180	0.572488847554709	0.46	0.304	5.21557417522744e-176	7	ARHGAP18
OLR12	2.03820627750299e-178	0.973895393667034	0.461	0.319	3.30760114713186e-174	7	OLR1
HIST1H2AC1	2.90560223258434e-175	1.00416916469777	0.569	0.416	4.71521130303786e-171	7	HIST1H2AC
ADGRE22	1.93608977522997e-171	0.480410596807883	0.422	0.265	3.14188648724319e-167	7	ADGRE2
LIMD1	2.3910553693673e-171	0.603767927382159	0.374	0.232	3.88020465340925e-167	7	LIMD1
INPP4A	1.18516495596778e-166	0.560636903452481	0.622	0.479	1.92328569054452e-162	7	INPP4A
RASSF2	8.51679752945539e-162	0.565231185619231	0.505	0.356	1.38210590308002e-157	7	RASSF2
ARHGEF71	3.04989090608221e-159	0.579694864778295	0.564	0.417	4.94936296239022e-155	7	ARHGEF7
TPM4	8.24253720058876e-157	0.545700220555238	0.268	0.149	1.33759893691154e-152	7	TPM4
DARS	8.36465247347664e-157	0.47183846175199	0.456	0.309	1.35741580339579e-152	7	DARS
ZHX2	1.12439107166464e-156	0.514450037252996	0.385	0.242	1.82466183109738e-152	7	ZHX2
ZMIZ1	5.48997765469338e-156	0.490527065597154	0.46	0.312	8.90913573803642e-152	7	ZMIZ1
VPS26A	1.25739264888151e-153	0.479008928958279	0.285	0.162	2.04049679060492e-149	7	VPS26A
CD1631	1.79066519914673e-152	0.683831547051614	0.349	0.215	2.90589148517531e-148	7	CD163
PHF21A	4.20702234216202e-152	0.47362040426693	0.679	0.544	6.82715585686052e-148	7	PHF21A
HSP90AA11	5.97413519335994e-149	1.01626621666811	0.68	0.563	9.69482659178451e-145	7	HSP90AA1
SH3TC1	1.9368036110552e-148	0.505228260603268	0.647	0.503	3.14304490002038e-144	7	SH3TC1
CUX1	4.17140014168194e-148	0.41293356442702	0.824	0.716	6.76934814992145e-144	7	CUX1
WIPI1	1.5376234327659e-147	0.507970023158962	0.314	0.19	2.4952553066925e-143	7	WIPI1
DNM21	4.47677930786065e-147	0.644013105002946	0.662	0.52	7.26491746079626e-143	7	DNM2
WSB1	1.90901420866814e-145	0.476436188070386	0.755	0.642	3.09794825782665e-141	7	WSB1
NEDD4L1	1.0929503454031e-144	0.514502142944274	0.644	0.512	1.77363982052016e-140	7	NEDD4L
TTC7A	4.36538842490272e-143	0.562659698227752	0.713	0.6	7.08415233593213e-139	7	TTC7A
BCL62	2.63389964754656e-142	0.455839258145435	0.385	0.244	4.27429234803856e-138	7	BCL6
TBC1D22A	2.94632837128999e-139	0.396025183717721	0.912	0.866	4.78130168092939e-135	7	TBC1D22A
PNRC12	3.57764875351956e-138	0.382522294236228	0.321	0.194	5.80580839721154e-134	7	PNRC1
PLEKHA2	1.91410618741914e-137	0.470925464366413	0.605	0.464	3.10621152094377e-133	7	PLEKHA2
PTP4A2	3.01063962307507e-137	0.369033818636346	0.251	0.14	4.88566598032622e-133	7	PTP4A2
HSPA1A2	4.5998520483234e-136	0.639524398346317	0.574	0.441	7.46463990401922e-132	7	HSPA1A
B4GALT11	7.44765701857791e-136	0.533667290050027	0.545	0.41	1.20860578097482e-131	7	B4GALT1
DOCK4	1.09264194819192e-135	0.318219462462379	0.996	0.99	1.77313935352585e-131	7	DOCK4
MBP	1.28507313593974e-134	0.413612075861507	0.752	0.634	2.08541668500302e-130	7	MBP
CERK	1.32627751797772e-134	0.418987324205497	0.305	0.183	2.15228315617424e-130	7	CERK
ELF2	1.97175224070282e-129	0.500994219639445	0.651	0.534	3.19975953621253e-125	7	ELF2
KMT2E	9.82616191037927e-128	0.366104680473714	0.727	0.603	1.59458955481635e-123	7	KMT2E
GNA12	4.49371538586666e-127	0.611282203116767	0.338	0.221	7.29240132818441e-123	7	GNA12
NGLY1	1.07959056872772e-126	0.535583694863037	0.364	0.241	1.75195957493135e-122	7	NGLY1
FMNL1	6.10239742214936e-126	0.40308330848613	0.542	0.404	9.90297053666398e-122	7	FMNL1
FCGR2A3	1.38430021511924e-125	0.447880953391541	0.529	0.392	2.2464423890955e-121	7	FCGR2A
HSPA1B2	2.86559447144753e-125	0.473281697855643	0.4	0.269	4.65028670826506e-121	7	HSPA1B
MYO9B1	4.61502414377794e-125	0.411091043633827	0.802	0.691	7.48926118052284e-121	7	MYO9B
CHST15	4.3194177906941e-122	0.51397908002631	0.576	0.451	7.00955119073838e-118	7	CHST15
SLC43A2	6.36005438990517e-122	0.603526389040815	0.373	0.251	1.03210962639381e-117	7	SLC43A2
ASAH12	1.5420001767905e-119	0.446822894647113	0.546	0.418	2.50235788689562e-115	7	ASAH1
FNDC3A1	8.32454553139419e-119	0.604490806342166	0.649	0.535	1.35090724883465e-114	7	FNDC3A
HAMP1	8.61439503519098e-119	0.551625704959223	0.275	0.166	1.39794402631079e-114	7	HAMP
PARVB	2.84488577510007e-117	0.429655192481861	0.333	0.214	4.61668063583239e-113	7	PARVB
PDGFB1	3.45188608749013e-117	0.555736142851899	0.342	0.227	5.60172074277898e-113	7	PDGFB
RILPL2	4.25423465643156e-117	0.444534504688692	0.256	0.151	6.90377200045713e-113	7	RILPL2
GTF2IRD11	2.88777441311316e-116	0.534032988234181	0.251	0.149	4.68628031760004e-112	7	GTF2IRD1
MEF2D	4.76856865957959e-114	0.344202796742305	0.276	0.167	7.73843322076576e-110	7	MEF2D
MAT2A1	5.98028602548393e-114	0.519137800400554	0.38	0.262	9.70480816215532e-110	7	MAT2A
SWAP701	1.8288027575784e-113	0.470571689217317	0.564	0.436	2.96778111499823e-109	7	SWAP70
TUBGCP2	2.3728641388931e-112	0.388997495941449	0.308	0.195	3.85068392459572e-108	7	TUBGCP2
H3F3B2	1.70015355513715e-111	1.14120264325045	0.343	0.233	2.75900918927657e-107	7	H3F3B
IRS21	1.94681474034522e-111	0.500676937781254	0.535	0.415	3.15929096063222e-107	7	IRS2
PIK3IP11	1.01938843405128e-110	0.37887927124464	0.298	0.187	1.65426355077842e-106	7	PIK3IP1
WBP1L	1.00908888854949e-108	0.402889143971461	0.378	0.262	1.63754944833812e-104	7	WBP1L
RXRA	1.15552167194592e-108	0.311544164051416	0.251	0.148	1.87518056923384e-104	7	RXRA
TCF41	1.59965118140816e-107	0.486252438521867	0.758	0.667	2.59591393718915e-103	7	TCF4
OXSR1	1.96671007060064e-107	0.360962089066647	0.358	0.238	3.19157710257071e-103	7	OXSR1
AKAP13	1.12606930229744e-106	0.326620655671301	0.919	0.869	1.82738526376828e-102	7	AKAP13
SREBF1	2.14525233118697e-106	0.312067247844289	0.277	0.169	3.48131548305021e-102	7	SREBF1
IFRD11	3.5152191676889e-106	0.552855882750696	0.261	0.161	5.70449766532555e-102	7	IFRD1
CHD1	4.79871051807096e-106	0.491191380362963	0.56	0.441	7.78734742872556e-102	7	CHD1
DGKD1	9.09276093087748e-105	0.401631130042433	0.297	0.19	1.4755732438628e-100	7	DGKD
FOXP12	7.4120204301018e-101	0.322973005522841	0.806	0.706	1.20282267539692e-96	7	FOXP1
SSH2	1.2575374638726e-100	0.292603981146698	0.964	0.947	2.04073179637245e-96	7	SSH2
GPD21	1.71494298178074e-100	0.378399419046902	0.5	0.373	2.78300947083379e-96	7	GPD2
YBX3	5.76127941761094e-100	0.366910323258833	0.262	0.163	9.34940423889903e-96	7	YBX3
HEATR3	3.02920665598263e-99	0.383170888766647	0.27	0.169	4.91579656132861e-95	7	HEATR3
KLHL24	3.64104748378385e-99	0.388930571898543	0.413	0.293	5.90869185668443e-95	7	KLHL24
TBC1D141	5.54410826645128e-99	0.357571166254957	0.714	0.606	8.99697889479713e-95	7	TBC1D14
COPA1	1.37865565911382e-98	0.352739740126335	0.485	0.361	2.2372824036099e-94	7	COPA
DHX34	2.22845063410327e-98	0.341717631236599	0.262	0.163	3.61632968902278e-94	7	DHX34
AGFG11	2.66357533758045e-97	0.515678023194149	0.462	0.349	4.32245005782555e-93	7	AGFG1
UBE2R2	8.15540976312759e-97	0.337848293052394	0.457	0.334	1.32345989636035e-92	7	UBE2R2
NSMAF	1.76122854607626e-96	0.407515063949006	0.44	0.323	2.85812168457256e-92	7	NSMAF
ADAM91	4.53630282996726e-96	0.421547295214766	0.457	0.338	7.36151223247088e-92	7	ADAM9
IQGAP22	1.03593069666415e-95	0.480019375307059	0.27	0.172	1.68110833454659e-91	7	IQGAP2
KSR11	3.63880220954061e-95	0.523808827421386	0.343	0.236	5.9050482256425e-91	7	KSR1
USP37	3.67024509233772e-93	0.35764352499512	0.316	0.21	5.95607373584566e-89	7	USP37
AFF41	4.98850565002318e-93	0.345357551768882	0.505	0.383	8.09534696885762e-89	7	AFF4
IQGAP12	6.43351001839611e-93	0.311254191718494	0.315	0.208	1.04403000578532e-88	7	IQGAP1
NUP58	1.25522701455766e-92	0.347445527138879	0.257	0.162	2.03698239922416e-88	7	NUP58
SPAG91	9.47621777641994e-91	0.374660092674024	0.484	0.364	1.53780062075743e-86	7	SPAG9
PTGES31	1.47363060879221e-90	0.399536326749843	0.488	0.371	2.391407751948e-86	7	PTGES3
CSNK1D	1.1026828188779e-89	0.304926172521012	0.376	0.264	1.78943367847506e-85	7	CSNK1D
